sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,pop
VBS78729-7065STDY13144397,1323_1612,Alfred Amambua-Ngwa,"Gambia, The",Niawurulung,2019,10,13.733,-15.01,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,36.73,37,38,36.97,37,38,36.62,37,38,36.37,37,38,36.51,37,38,37.68,37,37,0.94,0.02215,0.483,362.018,0.001,0.125,0.143,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Nianija,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Nianija_gamb_2019,GM-M_Nianija_gamb_2019_10,GM-M_Nianija_gamb_2019_Q4,VBS78729-7065STDY13144397_gambiae
VBS78788-7065STDY13144458,1323_1672,Alfred Amambua-Ngwa,"Gambia, The",Niawurulung,2019,10,13.733,-15.01,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.01,38,39,38.23,39,39,37.92,39,40,37.59,38,39,37.86,38,39,38.82,38,38,0.939,0.02198,0.241,125.398,0.001,0.139,0.159,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Nianija,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Nianija_gamb_2019,GM-M_Nianija_gamb_2019_10,GM-M_Nianija_gamb_2019_Q4,VBS78788-7065STDY13144458_gambiae
VBS47832-6366STDY9854438,E3570,Kevin Opondo,"Gambia, The",Sare Demba,2019,10,13.433,-14.317,F,1272-VO-GM-OPONDO-VMF00160,3.5,4,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,33.5,34,34,33.53,34,34,33.4,34,34,33.03,33,34,33.43,34,34,34.72,34,34,0.94,0.0221,1.172,1216.523,0.0021068760773798,0.0458452722063037,0.0528052805280528,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Sandu,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Sandu_gamb_2019,GM-U_Sandu_gamb_2019_10,GM-U_Sandu_gamb_2019_Q4,VBS47832-6366STDY9854438_gambiae
VBS47811-6366STDY9854415,E0523,Kevin Opondo,"Gambia, The",Damba kunda Kuta,2019,10,13.26,-14.268,F,1272-VO-GM-OPONDO-VMF00160,3.5,4,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,33.57,33,34,33.09,33,34,34.06,34,36,32.34,32,33,33.26,33,34,36.11,35,35,0.939,0.02206,1.061,1042.451,0.0009587727708533,0.0221904080171796,0.0255564715581203,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Jimara,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Jimara_gamb_2019,GM-U_Jimara_gamb_2019_10,GM-U_Jimara_gamb_2019_Q4,VBS47811-6366STDY9854415_gambiae
VBS78352-7065STDY13144009,1323_1231,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,10,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,24.98,25,25,25.1,25,25,24.74,24,25,24.94,25,25,24.96,25,25,25.51,24,24,0.935,0.02212,0.652,371.58,0.002,0.029,0.034,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Sami,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Sami_gamb_2019,GM-M_Sami_gamb_2019_10,GM-M_Sami_gamb_2019_Q4,VBS78352-7065STDY13144009_gambiae
VBS77796-7065STDY13143436,1323_0620,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,42.18,43,44,42.55,43,44,42.02,43,44,42.03,43,44,42.13,43,44,42.23,42,42,0.94,0.02213,0.335,249.64,0.003,0.033,0.038,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS77796-7065STDY13143436_gambiae
VBS68709-6411STDY13142732,1270_0950,Alfred Amambua-Ngwa,"Gambia, The",Farato,2019,8,13.439,-16.687,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,33.11,33,34,33.12,33,34,33.53,34,34,32.25,33,33,32.78,33,34,34.25,33,33,0.939,0.02209,0.335,160.545,0.001,0.072,0.077,gambcolu,gambiae,gambiae,GMB,Kanifing,GM-W,Serrekunda West,gambiae,GM-W_gamb_2019,GM-W_gamb_2019_08,GM-W_gamb_2019_Q3,GM-W_Serrekunda-West_gamb_2019,GM-W_Serrekunda-West_gamb_2019_08,GM-W_Serrekunda-West_gamb_2019_Q3,VBS68709-6411STDY13142732_gambiae
VBS68704-6411STDY13142727,1270_0945,Alfred Amambua-Ngwa,"Gambia, The",Farato,2019,8,13.439,-16.687,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,35.63,36,37,35.84,36,37,36.0,37,37,34.77,35,36,35.38,36,37,36.32,36,36,0.939,0.02211,0.453,286.266,0.002,0.034,0.04,gambcolu,gambiae,gambiae,GMB,Kanifing,GM-W,Serrekunda West,gambiae,GM-W_gamb_2019,GM-W_gamb_2019_08,GM-W_gamb_2019_Q3,GM-W_Serrekunda-West_gamb_2019,GM-W_Serrekunda-West_gamb_2019_08,GM-W_Serrekunda-West_gamb_2019_Q3,VBS68704-6411STDY13142727_gambiae
VBS77807-7065STDY13143447,1323_0631,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.75,39,40,39.12,40,40,38.76,39,40,38.54,39,40,38.45,39,40,39.03,38,39,0.942,0.02199,2.806,6782.029,0.016,0.033,0.035,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS77807-7065STDY13143447_gambiae
VBS47853-6366STDY9854458,E0776,Kevin Opondo,"Gambia, The",Sabi,2019,9,13.237,-14.196,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,45.37,45,47,44.73,45,47,45.58,46,48,43.93,44,46,45.19,45,47,49.04,48,49,0.944,0.02123,1.199,1778.087,0.001531393568147,0.0415770609318996,0.0478943022295623,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Basse,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_09,GM-U_gamb_2019_Q3,GM-U_Basse_gamb_2019,GM-U_Basse_gamb_2019_09,GM-U_Basse_gamb_2019_Q3,VBS47853-6366STDY9854458_gambiae
VBS77750-7065STDY13143376,1323_0555,Alfred Amambua-Ngwa,"Gambia, The",Niawurulung,2019,8,13.733,-15.01,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.77,39,40,39.12,40,40,38.88,40,41,38.61,39,41,38.84,39,41,37.85,37,38,0.943,0.02133,0.494,403.49,0.002,0.011,0.012,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Nianija,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_08,GM-M_gamb_2019_Q3,GM-M_Nianija_gamb_2019,GM-M_Nianija_gamb_2019_08,GM-M_Nianija_gamb_2019_Q3,VBS77750-7065STDY13143376_gambiae
VBS77889-7065STDY13143532,1323_0714,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.34,29,30,29.58,30,30,29.09,29,30,29.12,29,30,29.34,29,30,29.87,29,29,0.937,0.02215,0.348,136.226,0.003,0.033,0.038,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS77889-7065STDY13143532_gambiae
VBS77859-7065STDY13143501,1323_0684,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,35.27,36,36,35.66,36,36,35.12,36,36,35.08,36,36,35.15,36,36,35.49,35,35,0.939,0.02213,0.405,249.488,0.002,0.015,0.017,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS77859-7065STDY13143501_gambiae
VBS47819-6366STDY9854425,E2569,Kevin Opondo,"Gambia, The",Sabi,2019,9,13.237,-14.196,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,22.9,22,22,22.72,22,22,23.18,23,22,22.1,22,21,22.47,22,22,24.9,23,23,0.937,0.02127,0.824,437.054,0.0024918535556833,0.072505384063173,0.0827129859387924,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Basse,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_09,GM-U_gamb_2019_Q3,GM-U_Basse_gamb_2019,GM-U_Basse_gamb_2019_09,GM-U_Basse_gamb_2019_Q3,VBS47819-6366STDY9854425_gambiae
VBS78606-7065STDY13144270,1323_1488,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,35.81,36,37,35.97,36,36,35.61,36,37,35.47,36,37,35.68,36,37,36.86,36,36,0.939,0.02223,0.718,611.096,0.003,0.018,0.021,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Niani,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Niani_gamb_2019,GM-M_Niani_gamb_2019_10,GM-M_Niani_gamb_2019_Q4,VBS78606-7065STDY13144270_gambiae
VBS78339-7065STDY13143996,1323_1218,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,10,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,23.18,23,23,23.23,23,22,22.9,22,22,23.12,23,23,23.11,23,23,24.04,23,22,0.935,0.02224,1.478,1192.937,0.004,0.099,0.109,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Sami,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Sami_gamb_2019,GM-M_Sami_gamb_2019_10,GM-M_Sami_gamb_2019_Q4,VBS78339-7065STDY13143996_gambiae
VBS77772-7065STDY13143412,1323_0595,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,40.74,41,42,41.08,42,42,40.71,42,42,40.44,41,43,40.74,42,43,40.65,40,41,0.943,0.02121,0.411,313.504,0.002,0.062,0.07,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS77772-7065STDY13143412_gambiae
VBS68707-6411STDY13142730,1270_0948,Alfred Amambua-Ngwa,"Gambia, The",Farato,2019,8,13.439,-16.687,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,32.09,32,33,32.23,32,33,32.49,33,33,31.32,32,32,31.64,32,33,33.1,32,33,0.942,0.02123,0.634,539.932,0.001,0.042,0.048,gambcolu,gambiae,gambiae,GMB,Kanifing,GM-W,Serrekunda West,gambiae,GM-W_gamb_2019,GM-W_gamb_2019_08,GM-W_gamb_2019_Q3,GM-W_Serrekunda-West_gamb_2019,GM-W_Serrekunda-West_gamb_2019_08,GM-W_Serrekunda-West_gamb_2019_Q3,VBS68707-6411STDY13142730_gambiae
VBS78358-7065STDY13144015,1323_1237,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,10,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,11.07,10,10,11.06,10,10,10.93,10,10,11.06,10,10,11.03,10,10,11.56,10,10,0.924,0.02286,1.342,609.213,0.001,0.029,0.033,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Sami,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Sami_gamb_2019,GM-M_Sami_gamb_2019_10,GM-M_Sami_gamb_2019_Q4,VBS78358-7065STDY13144015_gambiae
VBS78028-7065STDY13143675,1323_0889,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.56,40,40,39.72,40,40,39.34,40,41,39.26,40,41,39.56,40,41,40.33,39,40,0.94,0.02212,0.598,531.31,0.004,0.029,0.034,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS78028-7065STDY13143675_gambiae
VBS78900-7065STDY13144574,1323_1785,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,37.72,38,39,37.9,38,39,37.49,38,39,37.31,38,39,37.72,38,39,38.62,38,38,0.94,0.0222,0.586,589.914,0.002,0.054,0.062,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Niani,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Niani_gamb_2019,GM-M_Niani_gamb_2019_10,GM-M_Niani_gamb_2019_Q4,VBS78900-7065STDY13144574_gambiae
VBS78217-7065STDY13143870,1323_1094,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,36.67,36,36,36.83,36,36,36.24,36,36,36.38,36,36,36.53,36,36,38.26,36,35,0.94,0.02218,0.47,341.885,0.001,0.045,0.052,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS78217-7065STDY13143870_gambiae
AG0074-C,O-304,Charles Godfray,"Gambia, The",Wali Kunda,2012,10,13.567,-14.917,F,AG1000G-GM-C,3.0,4,AG1000G-GM-3,https://www.malariagen.net/partner_study/AG1000G-GM-3,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,38.64,39,39,38.84,39,39,38.33,39,39,38.66,39,40,38.42,39,39,39.49,38,38,0.936,0.022,0.872,1090.699,0.0019171779141104,0.0186113099498926,0.021434460016488,gambcolu,gambiae,gambiae,GMB,Janjanbureh,GM-M,Lower Fuladu West,gambiae,GM-M_gamb_2012,GM-M_gamb_2012_10,GM-M_gamb_2012_Q4,GM-M_Lower-Fuladu-West_gamb_2012,GM-M_Lower-Fuladu-West_gamb_2012_10,GM-M_Lower-Fuladu-West_gamb_2012_Q4,AG0074-C_gambiae
VBS47839-6366STDY9854444,E2934,Kevin Opondo,"Gambia, The",Gambisara,2019,9,13.236,-14.31,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,29.7,29,29,29.58,29,29,29.94,30,30,28.91,29,29,29.33,29,29,31.54,30,30,0.937,0.02214,1.039,827.657,0.0017251293847038,0.0321888412017167,0.0370675453047775,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Jimara,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_09,GM-U_gamb_2019_Q3,GM-U_Jimara_gamb_2019,GM-U_Jimara_gamb_2019_09,GM-U_Jimara_gamb_2019_Q3,VBS47839-6366STDY9854444_gambiae
VBS78398-7065STDY13144055,1323_1277,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,30.48,31,31,30.65,31,31,30.48,31,31,30.19,31,32,30.39,31,31,30.89,30,30,0.938,0.02217,0.592,395.99,0.002,0.014,0.016,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Niani,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Niani_gamb_2019,GM-M_Niani_gamb_2019_10,GM-M_Niani_gamb_2019_Q4,VBS78398-7065STDY13144055_gambiae
VBS47867-6366STDY9854470,E2901,Kevin Opondo,"Gambia, The",Gambisara,2019,9,13.236,-14.31,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,36.28,36,37,36.16,36,36,36.58,37,38,35.18,35,36,35.82,36,37,38.69,37,37,0.94,0.02211,1.346,1670.835,0.0005751533742331,0.0208633093525179,0.0240464344941956,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Jimara,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_09,GM-U_gamb_2019_Q3,GM-U_Jimara_gamb_2019,GM-U_Jimara_gamb_2019_09,GM-U_Jimara_gamb_2019_Q3,VBS47867-6366STDY9854470_gambiae
VBS77892-7065STDY13143535,1323_0717,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.86,40,41,40.13,40,41,39.54,40,41,39.6,40,41,39.77,40,41,40.77,40,40,0.942,0.02191,0.408,302.921,0.002,0.356,0.41,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS77892-7065STDY13143535_gambiae
VBS47815-6366STDY9854419,E0778,Kevin Opondo,"Gambia, The",Sabi,2019,9,13.237,-14.196,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,30.51,30,31,30.18,30,31,30.76,31,32,29.66,30,31,30.36,30,31,32.4,31,31,0.94,0.02135,1.106,948.785,0.0019175455417066,0.01931330472103,0.0222222222222222,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Basse,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_09,GM-U_gamb_2019_Q3,GM-U_Basse_gamb_2019,GM-U_Basse_gamb_2019_09,GM-U_Basse_gamb_2019_Q3,VBS47815-6366STDY9854419_gambiae
VBS78341-7065STDY13143998,1323_1220,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,10,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,25.29,25,25,25.41,25,25,25.12,25,25,25.24,25,26,25.36,25,25,25.39,24,24,0.94,0.02121,0.712,418.252,0.002,0.062,0.07,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Sami,gambiae,GM-M_gamb_2019,GM-M_gamb_2019_10,GM-M_gamb_2019_Q4,GM-M_Sami_gamb_2019,GM-M_Sami_gamb_2019_10,GM-M_Sami_gamb_2019_Q4,VBS78341-7065STDY13143998_gambiae
VBS68700-6411STDY13142723,1270_0939,Alfred Amambua-Ngwa,"Gambia, The",Farato,2019,8,13.439,-16.687,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,40.0,40,41,40.12,40,41,40.28,41,42,39.15,40,41,39.6,40,41,41.39,41,41,0.939,0.02209,0.312,180.634,0.002,0.01,0.012,gambcolu,gambiae,gambiae,GMB,Kanifing,GM-W,Serrekunda West,gambiae,GM-W_gamb_2019,GM-W_gamb_2019_08,GM-W_gamb_2019_Q3,GM-W_Serrekunda-West_gamb_2019,GM-W_Serrekunda-West_gamb_2019_08,GM-W_Serrekunda-West_gamb_2019_Q3,VBS68700-6411STDY13142723_gambiae
VBS47822-6366STDY9854428,E1720,Kevin Opondo,"Gambia, The",Damba kunda Kuta,2019,10,13.26,-14.268,F,1272-VO-GM-OPONDO-VMF00160,3.5,4,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,28.71,29,30,28.42,28,29,28.55,29,30,28.32,28,29,28.79,29,30,30.28,29,30,0.941,0.02128,1.09,851.481,0.0009576709442635,0.0673352435530086,0.0775577557755775,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Jimara,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Jimara_gamb_2019,GM-U_Jimara_gamb_2019_10,GM-U_Jimara_gamb_2019_Q4,VBS47822-6366STDY9854428_gambiae
VBS77855-7065STDY13143497,1323_0680,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,32.61,33,34,32.86,33,34,32.51,33,34,32.28,33,34,32.45,33,34,33.27,32,33,0.941,0.02102,0.544,364.682,0.002,0.016,0.019,gambcolu,gambiae,gambiae,GMB,Basse,GM-U,Tumana,gambiae,GM-U_gamb_2019,GM-U_gamb_2019_10,GM-U_gamb_2019_Q4,GM-U_Tumana_gamb_2019,GM-U_Tumana_gamb_2019_10,GM-U_Tumana_gamb_2019_Q4,VBS77855-7065STDY13143497_gambiae
