pos id distance(cM) cumulative(cM) rate(cM/Mb)
2182743 sid1237 0.001221 2.161550 1.00
2183155 sid1238 0.000412 2.161962 1.00
2183660 sid1239 0.000505 2.162467 1.00
2184055 sid1240 0.000395 2.162862 1.00
2184507 sid1241 0.000452 2.163314 1.00
2184780 sid1242 0.000273 2.163587 1.00
2186119 sid1244 0.001339 2.164926 1.00
2186680 sid1246 0.000561 2.165487 1.00
2187642 sid1248 0.000962 2.166449 1.00
2188482 sid1249 0.000840 2.167289 1.00
2189427 sid1251 0.000945 2.168234 1.00
2189754 sid1252 0.000327 2.168561 1.00
2190096 sid1253 0.000342 2.168903 1.00
2190365 sid1254 0.000269 2.169172 1.00
2195078 sid1255 0.004713 2.173885 1.00
2195282 sid1256 0.000204 2.174089 1.00
2196032 sid1258 0.000750 2.174839 1.00
2196255 sid1259 0.000223 2.175062 1.00
2197002 sid1261 0.000747 2.175809 1.00
2197345 sid1262 0.000343 2.176152 1.00
2197610 sid1263 0.000265 2.176417 1.00
2197960 sid1264 0.000350 2.176767 1.00
2198680 sid1266 0.000720 2.177487 1.00
2204316 sid1274 0.005636 2.183123 1.00
2204828 sid1275 0.000512 2.183635 1.00
2205291 sid1276 0.000463 2.184098 1.00
2205775 sid1278 0.000484 2.184582 1.00
2206819 sid1281 0.001044 2.185626 1.00
2208022 sid1284 0.001203 2.186829 1.00
2208933 sid1286 0.000911 2.187740 1.00
2209974 sid1288 0.001041 2.188781 1.00
2210520 sid1289 0.000546 2.189327 1.00
2210793 sid1290 0.000273 2.189600 1.00
2211155 sid1291 0.000362 2.189962 1.00
2211444 sid1292 0.000289 2.190251 1.00
2211936 sid1293 0.000492 2.190743 1.00
2213751 sid1297 0.001815 2.192558 1.00
2214344 sid1298 0.000593 2.193151 1.00
2214706 sid1299 0.000362 2.193513 1.00
2215251 sid1300 0.000545 2.194058 1.00
2215481 sid1301 0.000230 2.194288 1.00
2215724 sid1302 0.000243 2.194531 1.00
2216733 sid1304 0.001009 2.195540 1.00
2218265 sid1307 0.001532 2.197072 1.00
2218903 sid1308 0.000638 2.197710 1.00
2219295 sid1309 0.000392 2.198102 1.00
2219770 sid1310 0.000475 2.198577 1.00
2220069 sid1311 0.000299 2.198876 1.00
2222049 sid1314 0.001980 2.200856 1.00
2222338 sid1315 0.000289 2.201145 1.00
2223610 sid1319 0.001272 2.202417 1.00
2223951 sid1320 0.000341 2.202758 1.00
2225296 sid1323 0.001345 2.204103 1.00
2227058 sid1327 0.001762 2.205865 1.00
2228212 sid1329 0.001154 2.207019 1.00
2228683 sid1330 0.000471 2.207490 1.00
2231799 sid1332 0.003116 2.210606 1.00
2236074 sid1333 0.004275 2.214881 1.00
2236603 sid1334 0.000529 2.215410 1.00
2237788 sid1335 0.001185 2.216595 1.00
2240262 sid1340 0.002474 2.219069 1.00
2242243 sid1341 0.001981 2.221050 1.00
2242581 sid1342 0.000338 2.221388 1.00
2243097 sid1343 0.000516 2.221904 1.00
2243597 sid1344 0.000500 2.222404 1.00
2245937 sid1347 0.002340 2.224744 1.00
2247459 sid1349 0.001522 2.226266 1.00
2248727 sid1351 0.001268 2.227534 1.00
2249044 sid1352 0.000317 2.227851 1.00
2250213 sid1354 0.001169 2.229020 1.00
2250963 sid1356 0.000750 2.229770 1.00
2251375 sid1357 0.000412 2.230182 1.00
2251714 sid1358 0.000339 2.230521 1.00
2255032 sid1365 0.003318 2.233839 1.00
2257650 sid1371 0.002618 2.236457 1.00
2258139 sid1372 0.000489 2.236946 1.00
2258796 sid1374 0.000657 2.237603 1.00
2259150 sid1375 0.000354 2.237957 1.00
2259707 sid1377 0.000557 2.238514 1.00
2261589 sid1378 0.001882 2.240396 1.00
2261941 sid1379 0.000352 2.240748 1.00
2262264 sid1380 0.000323 2.241071 1.00
2262718 sid1381 0.000454 2.241525 1.00
2263948 sid1385 0.001230 2.242755 1.00
2264346 sid1386 0.000398 2.243153 1.00
2264792 sid1387 0.000446 2.243599 1.00
2265095 sid1388 0.000303 2.243902 1.00
2265974 sid1389 0.000879 2.244781 1.00
2266837 sid1391 0.000863 2.245644 1.00
2267543 sid1393 0.000706 2.246350 1.00
2269376 sid1396 0.001833 2.248183 1.00
2270095 sid1397 0.000719 2.248902 1.00
2270452 sid1398 0.000357 2.249259 1.00
2271146 sid1399 0.000694 2.249953 1.00
2271740 sid1400 0.000594 2.250547 1.00
2272471 sid1402 0.000731 2.251278 1.00
2272942 sid1403 0.000471 2.251749 1.00
2273537 sid1404 0.000595 2.252344 1.00
2274086 sid1405 0.000549 2.252893 1.00
2275028 sid1407 0.000942 2.253835 1.00
2275382 sid1408 0.000354 2.254189 1.00
2276536 sid1409 0.001154 2.255343 1.00
2276910 sid1410 0.000374 2.255717 1.00
2277691 sid1412 0.000781 2.256498 1.00
2278137 sid1413 0.000446 2.256944 1.00
2278525 sid1414 0.000388 2.257332 1.00
2279134 sid1415 0.000609 2.257941 1.00
2280327 sid1418 0.001193 2.259134 1.00
2281048 sid1420 0.000721 2.259855 1.00
2282491 sid1423 0.001443 2.261298 1.00
2282834 sid1424 0.000343 2.261641 1.00
2283870 sid1426 0.001036 2.262677 1.00
2284183 sid1427 0.000313 2.262990 1.00
2285175 sid1428 0.000992 2.263982 1.00
2287760 sid1431 0.002585 2.266567 1.00
2288745 sid1433 0.000985 2.267552 1.00
2290373 sid1436 0.001628 2.269180 1.00
2290894 sid1437 0.000521 2.269701 1.00
2292409 sid1439 0.001515 2.271216 1.00
2292643 sid1440 0.000234 2.271450 1.00
2292843 sid1441 0.000200 2.271650 1.00
2293291 sid1442 0.000448 2.272098 1.00
2317003 sid1443 0.023712 2.295810 1.00
2318105 sid1445 0.001102 2.296912 1.00
2318448 sid1446 0.000343 2.297255 1.00
2318814 sid1447 0.000366 2.297621 1.00
2320235 sid1450 0.001421 2.299042 1.00
2320585 sid1451 0.000350 2.299392 1.00
2321399 sid1453 0.000814 2.300206 1.00
2322921 sid1456 0.001522 2.301728 1.00
2328002 sid1458 0.005081 2.306809 1.00
2328408 sid1459 0.000406 2.307215 1.00
2329314 sid1461 0.000906 2.308121 1.00
2343057 sid1465 0.013743 2.321864 1.00
2343999 sid1467 0.000942 2.322806 1.00
2344623 sid1468 0.000624 2.323430 1.00
2344993 sid1469 0.000370 2.323800 1.00
2346021 sid1471 0.001028 2.324828 1.00
2346435 sid1472 0.000414 2.325242 1.00
2347080 sid1473 0.000645 2.325887 1.00
2352782 sid1478 0.005702 2.331589 1.00
2353182 sid1479 0.000400 2.331989 1.00
2353561 sid1480 0.000379 2.332368 1.00
2354452 sid1482 0.000891 2.333259 1.00
2354845 sid1483 0.000393 2.333652 1.00
2364607 sid1484 0.009762 2.343414 1.00
2366039 sid1487 0.001432 2.344846 1.00
2366511 sid1488 0.000472 2.345318 1.00
2366993 sid1489 0.000482 2.345800 1.00
2367335 sid1490 0.000342 2.346142 1.00
2369369 sid1493 0.002034 2.348176 1.00
2369881 sid1494 0.000512 2.348688 1.00
2370353 sid1495 0.000472 2.349160 1.00
2370769 sid1496 0.000416 2.349576 1.00
2371307 sid1497 0.000538 2.350114 1.00
2371684 sid1498 0.000377 2.350491 1.00
2372921 sid1501 0.001237 2.351728 1.00
2374004 sid1503 0.001083 2.352811 1.00
2376223 sid1506 0.002219 2.355030 1.00
2378579 sid1509 0.002356 2.357386 1.00
2379078 sid1510 0.000499 2.357885 1.00
2379693 sid1511 0.000615 2.358500 1.00
2388731 sid1519 0.009038 2.367538 1.00
2390563 sid1522 0.001832 2.369370 1.00
2392251 sid1525 0.001688 2.371058 1.00
2392701 sid1526 0.000450 2.371508 1.00
2394147 sid1529 0.001446 2.372954 1.00
2395910 sid1532 0.001763 2.374717 1.00
2396489 sid1533 0.000579 2.375296 1.00
2396922 sid1534 0.000433 2.375729 1.00
2397535 sid1535 0.000613 2.376342 1.00
2398934 sid1537 0.001399 2.377741 1.00
2399531 sid1538 0.000597 2.378338 1.00
2400386 sid1540 0.000855 2.379193 1.00
2401344 sid1542 0.000958 2.380151 1.00
2409498 sid1546 0.008154 2.388305 1.00
2411143 sid1548 0.001645 2.389950 1.00
2412802 sid1552 0.001659 2.391609 1.00
2413938 sid1554 0.001136 2.392745 1.00
2415914 sid1558 0.001976 2.394721 1.00
2417248 sid1561 0.001334 2.396055 1.00
2417592 sid1562 0.000344 2.396399 1.00
2418616 sid1564 0.001024 2.397423 1.00
2420876 sid1568 0.002260 2.399683 1.00
2422727 sid1573 0.001851 2.401534 1.00
2423124 sid1574 0.000397 2.401931 1.00
2423552 sid1575 0.000428 2.402359 1.00
2424430 sid1577 0.000878 2.403237 1.00
2424602 sid1578 0.000172 2.403409 1.00
2431880 sid1586 0.007278 2.410687 1.00
2432401 sid1587 0.000521 2.411208 1.00
2432604 sid1588 0.000203 2.411411 1.00
2432919 sid1589 0.000315 2.411726 1.00
2433136 sid1590 0.000217 2.411943 1.00
2434042 sid1592 0.000906 2.412849 1.00
2436175 sid1597 0.002133 2.414982 1.00
2437370 sid1599 0.001195 2.416177 1.00
2443891 sid1602 0.006521 2.422698 1.00
2444857 sid1604 0.000966 2.423664 1.00
2445515 sid1605 0.000658 2.424322 1.00
2445814 sid1606 0.000299 2.424621 1.00
2446247 sid1607 0.000433 2.425054 1.00
2446981 sid1609 0.000734 2.425788 1.00
2447536 sid1611 0.000555 2.426343 1.00
2447984 sid1612 0.000448 2.426791 1.00
2448253 sid1613 0.000269 2.427060 1.00
2449328 sid1615 0.001075 2.428135 1.00
2449665 sid1616 0.000337 2.428472 1.00
2450597 sid1618 0.000932 2.429404 1.00
2451486 sid1620 0.000889 2.430293 1.00
2451814 sid1621 0.000328 2.430621 1.00
2452293 sid1622 0.000479 2.431100 1.00
2453190 sid1624 0.000897 2.431997 1.00
2454492 sid1627 0.001302 2.433299 1.00
2454973 sid1628 0.000481 2.433780 1.00
2455307 sid1629 0.000334 2.434114 1.00
2456502 sid1631 0.001195 2.435309 1.00
2456903 sid1632 0.000401 2.435710 1.00
2458552 sid1635 0.001649 2.437359 1.00
2459725 sid1638 0.001173 2.438532 1.00
2459916 sid1639 0.000191 2.438723 1.00
2460171 sid1640 0.000255 2.438978 1.00
2460687 sid1641 0.000516 2.439494 1.00
2461504 sid1642 0.000817 2.440311 1.00
2469324 sid1645 0.007820 2.448131 1.00
2469760 sid1646 0.000436 2.448567 1.00
2470156 sid1647 0.000396 2.448963 1.00
2471172 sid1649 0.001016 2.449979 1.00
2471858 sid1651 0.000686 2.450665 1.00
2472339 sid1652 0.000481 2.451146 1.00
2472679 sid1653 0.000340 2.451486 1.00
2476108 sid1659 0.003429 2.454915 1.00
2477227 sid1662 0.001119 2.456034 1.00
2477504 sid1663 0.000277 2.456311 1.00
2480755 sid1664 0.003251 2.459562 1.00
2484848 sid1672 0.004093 2.463655 1.00
2485319 sid1673 0.000471 2.464126 1.00
2485821 sid1674 0.000502 2.464628 1.00
2486201 sid1675 0.000380 2.465008 1.00
2486601 sid1676 0.000400 2.465408 1.00
2487019 sid1677 0.000418 2.465826 1.00
2488029 sid1679 0.001010 2.466836 1.00
2488750 sid1680 0.000721 2.467557 1.00
2489105 sid1681 0.000355 2.467912 1.00
2489456 sid1682 0.000351 2.468263 1.00
2489911 sid1683 0.000455 2.468718 1.00
2490722 sid1684 0.000811 2.469529 1.00
2491179 sid1685 0.000457 2.469986 1.00
2492106 sid1688 0.000927 2.470913 1.00
2496290 sid1694 0.004184 2.475097 1.00
2496970 sid1695 0.000680 2.475777 1.00
2498448 sid1698 0.001478 2.477255 1.00
2499986 sid1702 0.001538 2.478793 1.00
2501044 sid1703 0.001058 2.479851 1.00
2502677 sid1705 0.001633 2.481484 1.00
2503104 sid1706 0.000427 2.481911 1.00
2503394 sid1707 0.000290 2.482201 1.00
2504021 sid1708 0.000627 2.482828 1.00
2504423 sid1709 0.000402 2.483230 1.00
2504641 sid1710 0.000218 2.483448 1.00
2505061 sid1711 0.000420 2.483868 1.00
2505445 sid1712 0.000384 2.484252 1.00
2505860 sid1713 0.000415 2.484667 1.00
2506228 sid1714 0.000368 2.485035 1.00
2507278 sid1718 0.001050 2.486085 1.00
2508073 sid1720 0.000795 2.486880 1.00
2508397 sid1721 0.000324 2.487204 1.00
2510197 sid1724 0.001800 2.489004 1.00
2511807 sid1727 0.001610 2.490614 1.00
2514941 sid1733 0.003134 2.493748 1.00
2515335 sid1734 0.000394 2.494142 1.00
2521336 sid1737 0.006001 2.500143 1.00
2526404 sid1738 0.005068 2.505211 1.00
2530528 sid1740 0.004124 2.509335 1.00
2530875 sid1741 0.000347 2.509682 1.00
2531117 sid1742 0.000242 2.509924 1.00
2531396 sid1743 0.000279 2.510203 1.00
2542273 sid1744 0.010877 2.521080 1.00
2547066 sid1745 0.004793 2.525873 1.00
2547673 sid1746 0.000607 2.526480 1.00
2549036 sid1749 0.001363 2.527843 1.00
2549438 sid1750 0.000402 2.528245 1.00
2549803 sid1751 0.000365 2.528610 1.00
2550739 sid1753 0.000936 2.529546 1.00
2552585 sid1759 0.001846 2.531392 1.00
2552996 sid1760 0.000411 2.531803 1.00
2553317 sid1761 0.000321 2.532124 1.00
2554141 sid1763 0.000824 2.532948 1.00
2555343 sid1766 0.001202 2.534150 1.00
2556306 sid1768 0.000963 2.535113 1.00
2557163 sid1770 0.000857 2.535970 1.00
2557844 sid1772 0.000681 2.536651 1.00
2558856 sid1773 0.001012 2.537663 1.00
2559467 sid1775 0.000611 2.538274 1.00
2560039 sid1776 0.000572 2.538846 1.00
2560489 sid1777 0.000450 2.539296 1.00
2561905 sid1780 0.001416 2.540712 1.00
2562372 sid1781 0.000467 2.541179 1.00
2563911 sid1785 0.001539 2.542718 1.00
2564088 sid1786 0.000177 2.542895 1.00
2564623 sid1787 0.000535 2.543430 1.00
2564979 sid1788 0.000356 2.543786 1.00
2567582 sid1789 0.002603 2.546389 1.00
2568147 sid1791 0.000565 2.546954 1.00
2568454 sid1792 0.000307 2.547261 1.00
2570108 sid1794 0.001654 2.548915 1.00
2570434 sid1795 0.000326 2.549241 1.00
2570880 sid1796 0.000446 2.549687 1.00
2575065 sid1797 0.004185 2.553872 1.00
2575311 sid1798 0.000246 2.554118 1.00
2575558 sid1799 0.000247 2.554365 1.00
2575816 sid1800 0.000258 2.554623 1.00
2583470 sid1802 0.007654 2.562277 1.00
2583926 sid1803 0.000456 2.562733 1.00
2584783 sid1805 0.000857 2.563590 1.00
2585407 sid1807 0.000624 2.564214 1.00
2586775 sid1810 0.001368 2.565582 1.00
2587675 sid1811 0.000900 2.566482 1.00
2589392 sid1815 0.001717 2.568199 1.00
2589910 sid1816 0.000518 2.568717 1.00
2591544 sid1818 0.001634 2.570351 1.00
2591795 sid1819 0.000251 2.570602 1.00
2592062 sid1820 0.000267 2.570869 1.00
2592316 sid1821 0.000254 2.571123 1.00
2595280 sid1822 0.002964 2.574087 1.00
2597771 sid1824 0.002491 2.576578 1.00
2602525 sid1827 0.004754 2.581332 1.00
2603851 sid1830 0.001326 2.582658 1.00
2606488 sid1836 0.002637 2.585295 1.00
2607562 sid1838 0.001074 2.586369 1.00
2608008 sid1839 0.000446 2.586815 1.00
2608529 sid1840 0.000521 2.587336 1.00
2609020 sid1841 0.000491 2.587827 1.00
2611139 sid1845 0.002119 2.589946 1.00
2611519 sid1846 0.000380 2.590326 1.00
2612014 sid1847 0.000495 2.590821 1.00
2613920 sid1850 0.001906 2.592727 1.00
2614637 sid1851 0.000717 2.593444 1.00
2615153 sid1852 0.000516 2.593960 1.00
2615680 sid1853 0.000527 2.594487 1.00
2616554 sid1855 0.000874 2.595361 1.00
2617167 sid1856 0.000613 2.595974 1.00
2622127 sid1861 0.004960 2.600934 1.00
2622644 sid1862 0.000517 2.601451 1.00
2623178 sid1863 0.000534 2.601985 1.00
2623667 sid1864 0.000489 2.602474 1.00
2624181 sid1865 0.000514 2.602988 1.00
2624502 sid1866 0.000321 2.603309 1.00
2626548 sid1871 0.002046 2.605355 1.00
2627291 sid1872 0.000743 2.606098 1.00
2627589 sid1873 0.000298 2.606396 1.00
2628146 sid1875 0.000557 2.606953 1.00
2628446 sid1876 0.000300 2.607253 1.00
2628840 sid1877 0.000394 2.607647 1.00
2629671 sid1879 0.000831 2.608478 1.00
2630105 sid1880 0.000434 2.608912 1.00
2630845 sid1882 0.000740 2.609652 1.00
2631808 sid1884 0.000963 2.610615 1.00
2632903 sid1887 0.001095 2.611710 1.00
2633545 sid1889 0.000642 2.612352 1.00
2634628 sid1892 0.001083 2.613435 1.00
2635456 sid1895 0.000828 2.614263 1.00
2635872 sid1896 0.000416 2.614679 1.00
2638611 sid1898 0.002739 2.617418 1.00
2642372 sid1902 0.003761 2.621179 1.00
2642738 sid1903 0.000366 2.621545 1.00
2643401 sid1905 0.000663 2.622208 1.00
2643933 sid1907 0.000532 2.622740 1.00
2644978 sid1910 0.001045 2.623785 1.00
2645874 sid1911 0.000896 2.624681 1.00
2646200 sid1912 0.000326 2.625007 1.00
2646603 sid1913 0.000403 2.625410 1.00
2646918 sid1914 0.000315 2.625725 1.00
2647749 sid1916 0.000831 2.626556 1.00
2648445 sid1918 0.000696 2.627252 1.00
2648813 sid1919 0.000368 2.627620 1.00
2650026 sid1921 0.001213 2.628833 1.00
2655786 sid1925 0.005760 2.634593 1.00
2659136 sid1926 0.003350 2.637943 1.00
2667445 sid1931 0.008309 2.646252 1.00
2670189 sid1936 0.002744 2.648996 1.00
2670707 sid1937 0.000518 2.649514 1.00
2671222 sid1938 0.000515 2.650029 1.00
2671495 sid1939 0.000273 2.650302 1.00
2671989 sid1940 0.000494 2.650796 1.00
2672723 sid1942 0.000734 2.651530 1.00
2673403 sid1944 0.000680 2.652210 1.00
2674113 sid1946 0.000710 2.652920 1.00
2674446 sid1947 0.000333 2.653253 1.00
2675546 sid1950 0.001100 2.654353 1.00
2676379 sid1952 0.000833 2.655186 1.00
2676820 sid1953 0.000441 2.655627 1.00
2677242 sid1954 0.000422 2.656049 1.00
2677822 sid1955 0.000580 2.656629 1.00
2678147 sid1956 0.000325 2.656954 1.00
2678378 sid1957 0.000231 2.657185 1.00
2679496 sid1960 0.001118 2.658303 1.00
2680125 sid1962 0.000629 2.658932 1.00
2680517 sid1963 0.000392 2.659324 1.00
2681291 sid1965 0.000774 2.660098 1.00
2682321 sid1968 0.001030 2.661128 1.00
2682636 sid1969 0.000315 2.661443 1.00
2682952 sid1970 0.000316 2.661759 1.00
2683227 sid1971 0.000275 2.662034 1.00
2683483 sid1972 0.000256 2.662290 1.00
2684008 sid1974 0.000525 2.662815 1.00
2697392 sid1977 0.013384 2.676199 1.00
2697830 sid1978 0.000438 2.676637 1.00
2698534 sid1980 0.000704 2.677341 1.00
2699712 sid1983 0.001178 2.678519 1.00
2700087 sid1984 0.000375 2.678894 1.00
2700970 sid1985 0.000883 2.679777 1.00
2702755 sid1988 0.001785 2.681562 1.00
2704195 sid1989 0.001440 2.683002 1.00
2704514 sid1990 0.000319 2.683321 1.00
2704797 sid1991 0.000283 2.683604 1.00
2705184 sid1992 0.000387 2.683991 1.00
2705691 sid1993 0.000507 2.684498 1.00
2707039 sid1996 0.001348 2.685846 1.00
2708546 sid1999 0.001507 2.687353 1.00
2709613 sid2001 0.001067 2.688420 1.00
2710123 sid2003 0.000510 2.688930 1.00
2711111 sid2005 0.000988 2.689918 1.00
2711924 sid2007 0.000813 2.690731 1.00
2712185 sid2008 0.000261 2.690992 1.00
2712566 sid2009 0.000381 2.691373 1.00
2712960 sid2010 0.000394 2.691767 1.00
2713937 sid2012 0.000977 2.692744 1.00
2715347 sid2015 0.001410 2.694154 1.00
2715734 sid2016 0.000387 2.694541 1.00
2716096 sid2017 0.000362 2.694903 1.00
2716567 sid2018 0.000471 2.695374 1.00
2717297 sid2020 0.000730 2.696104 1.00
2717684 sid2021 0.000387 2.696491 1.00
2718178 sid2022 0.000494 2.696985 1.00
2718530 sid2023 0.000352 2.697337 1.00
2719383 sid2025 0.000853 2.698190 1.00
2720380 sid2027 0.000997 2.699187 1.00
2720848 sid2028 0.000468 2.699655 1.00
2721342 sid2029 0.000494 2.700149 1.00
2722019 sid2030 0.000677 2.700826 1.00
2722549 sid2031 0.000530 2.701356 1.00
2723194 sid2032 0.000645 2.702001 1.00
2759349 sid2033 0.036155 2.738156 1.00
2777765 sid2036 0.018416 2.756572 1.00
2778727 sid2038 0.000962 2.757534 1.00
2779901 sid2040 0.001174 2.758708 1.00
2782529 sid2043 0.002628 2.761336 1.00
2783082 sid2044 0.000553 2.761889 1.00
2785280 sid2049 0.002198 2.764087 1.00
2785658 sid2050 0.000378 2.764465 1.00
2786152 sid2051 0.000494 2.764959 1.00
2787156 sid2053 0.001004 2.765963 1.00
2787921 sid2055 0.000765 2.766728 1.00
2788391 sid2056 0.000470 2.767198 1.00
2794239 sid2061 0.005848 2.773046 1.00
2794531 sid2062 0.000292 2.773338 1.00
2794914 sid2063 0.000383 2.773721 1.00
2795372 sid2064 0.000458 2.774179 1.00
2795683 sid2065 0.000311 2.774490 1.00
2796303 sid2067 0.000620 2.775110 1.00
2796606 sid2068 0.000303 2.775413 1.00
2796992 sid2069 0.000386 2.775799 1.00
2797300 sid2070 0.000308 2.776107 1.00
2812597 sid2073 0.015297 2.791404 1.00
2812946 sid2074 0.000349 2.791753 1.00
2813192 sid2075 0.000246 2.791999 1.00
2813895 sid2077 0.000703 2.792702 1.00
2814300 sid2078 0.000405 2.793107 1.00
2814800 sid2080 0.000500 2.793607 1.00
2815192 sid2081 0.000392 2.793999 1.00
2816832 sid2085 0.001640 2.795639 1.00
2817545 sid2087 0.000713 2.796352 1.00
2818680 sid2092 0.001135 2.797487 1.00
2819048 sid2093 0.000368 2.797855 1.00
2819366 sid2094 0.000318 2.798173 1.00
2820352 sid2096 0.000986 2.799159 1.00
2820713 sid2097 0.000361 2.799520 1.00
2821056 sid2098 0.000343 2.799863 1.00
2822527 sid2102 0.001471 2.801334 1.00
2823474 sid2104 0.000947 2.802281 1.00
2823770 sid2105 0.000296 2.802577 1.00
2824303 sid2107 0.000533 2.803110 1.00
2825003 sid2108 0.000700 2.803810 1.00
2825517 sid2110 0.000514 2.804324 1.00
2827339 sid2116 0.001822 2.806146 1.00
2827757 sid2117 0.000418 2.806564 1.00
2828177 sid2118 0.000420 2.806984 1.00
2829975 sid2122 0.001798 2.808782 1.00
2830393 sid2123 0.000418 2.809200 1.00
2831102 sid2125 0.000709 2.809909 1.00
2831524 sid2126 0.000422 2.810331 1.00
2831788 sid2127 0.000264 2.810595 1.00
2832163 sid2128 0.000375 2.810970 1.00
2832807 sid2130 0.000644 2.811614 1.00
2837615 sid2135 0.004808 2.816422 1.00
2838024 sid2136 0.000409 2.816831 1.00
2838378 sid2137 0.000354 2.817185 1.00
2838741 sid2138 0.000363 2.817548 1.00
2839151 sid2139 0.000410 2.817958 1.00
2839668 sid2141 0.000517 2.818475 1.00
2840171 sid2143 0.000503 2.818978 1.00
2840435 sid2144 0.000264 2.819242 1.00
2840882 sid2145 0.000447 2.819689 1.00
2841601 sid2147 0.000719 2.820408 1.00
2842116 sid2149 0.000515 2.820923 1.00
2842482 sid2150 0.000366 2.821289 1.00
2843848 sid2153 0.001366 2.822655 1.00
2844671 sid2155 0.000823 2.823478 1.00
2845162 sid2156 0.000491 2.823969 1.00
2845575 sid2157 0.000413 2.824382 1.00
2845904 sid2158 0.000329 2.824711 1.00
2846322 sid2159 0.000418 2.825129 1.00
2846779 sid2160 0.000457 2.825586 1.00
2847347 sid2161 0.000568 2.826154 1.00
2848457 sid2162 0.001110 2.827264 1.00
2849335 sid2164 0.000878 2.828142 1.00
2849635 sid2165 0.000300 2.828442 1.00
2849891 sid2166 0.000256 2.828698 1.00
2850246 sid2167 0.000355 2.829053 1.00
2850560 sid2168 0.000314 2.829367 1.00
2851116 sid2170 0.000556 2.829923 1.00
2851562 sid2171 0.000446 2.830369 1.00
2852125 sid2173 0.000563 2.830932 1.00
2852515 sid2174 0.000390 2.831322 1.00
2854327 sid2177 0.001812 2.833134 1.00
2854538 sid2178 0.000211 2.833345 1.00
2855209 sid2179 0.000671 2.834016 1.00
2855646 sid2180 0.000437 2.834453 1.00
2856262 sid2181 0.000616 2.835069 1.00
2857129 sid2182 0.000867 2.835936 1.00
2858196 sid2183 0.001067 2.837003 1.00
2858341 sid2184 0.000145 2.837148 1.00
2858637 sid2185 0.000296 2.837444 1.00
2859884 sid2186 0.001247 2.838691 1.00
2864251 sid2191 0.004367 2.843058 1.00
2864541 sid2192 0.000290 2.843348 1.00
